jahr,alter,maennlich,weiblich,gesamt,source
1878,78,28506,36946,65451,reconstructed
1878,79,19034,19325,38359,reconstructed
1878,80,15529,17349,32879,reconstructed
1878,81,14745,17073,31818,reconstructed
1878,82,11295,13639,24934,reconstructed
1878,83,8519,10193,18712,reconstructed
1878,84,6468,8137,14605,reconstructed
1878,85,5097,6304,11401,reconstructed
1878,86,3859,5229,9088,reconstructed
1878,87,2555,3472,6028,reconstructed
1878,88,2358,3149,5508,reconstructed
1878,89,1152,1488,2640,reconstructed
1878,90,849,1126,1974,reconstructed
1879,0,843442,801283,1644725,reconstructed
1879,1,660693,659383,1320076,reconstructed
1879,2,624719,622008,1246727,reconstructed
1879,3,613487,614229,1227716,reconstructed
1879,4,582815,583534,1166350,reconstructed
1879,5,553456,555364,1108819,reconstructed
1879,6,520230,520793,1041023,reconstructed
1879,7,525915,528108,1054024,reconstructed
1879,8,417278,418538,835817,reconstructed
1879,9,483308,482575,965883,reconstructed
1879,10,480724,478663,959387,reconstructed
1879,11,465567,463603,929170,reconstructed
1879,12,451760,449394,901154,reconstructed
1879,13,469574,468192,937766,reconstructed
1879,14,432430,430839,863269,reconstructed
1879,15,446389,448576,894965,reconstructed
1879,16,435744,440413,876156,reconstructed
1879,17,410922,422363,833285,reconstructed
1879,18,389735,394810,784544,reconstructed
1879,19,411098,423689,834788,reconstructed
1879,20,401713,412246,813959,reconstructed
1879,21,391456,400905,792361,reconstructed
1879,22,374212,381775,755987,reconstructed
1879,23,349381,369631,719012,reconstructed
1879,24,328259,337237,665496,reconstructed
1879,25,336348,361369,697717,reconstructed
1879,26,330043,343567,673610,reconstructed
1879,27,328680,352876,681556,reconstructed
1879,28,319126,322933,642059,reconstructed
1879,29,343488,360945,704433,reconstructed
1879,30,323043,332997,656039,reconstructed
1879,31,295757,321949,617705,reconstructed
1879,32,277073,291945,569018,reconstructed
1879,33,280808,298459,579267,reconstructed
1879,34,294545,313573,608118,reconstructed
1879,35,283469,298555,582025,reconstructed
1879,36,269415,280241,549656,reconstructed
1879,37,286863,310973,597836,reconstructed
1879,38,252146,251694,503840,reconstructed
1879,39,284279,306513,590791,reconstructed
1879,40,250876,261552,512429,reconstructed
1879,41,249652,261711,511363,reconstructed
1879,42,232601,242978,475579,reconstructed
1879,43,239751,259756,499507,reconstructed
1879,44,235003,247680,482683,reconstructed
1879,45,224761,237026,461787,reconstructed
1879,46,212008,218607,430615,reconstructed
1879,47,202771,221812,424583,reconstructed
1879,48,185398,191637,377035,reconstructed
1879,49,211563,236492,448055,reconstructed
1879,50,178689,192707,371396,reconstructed
1879,51,183539,200016,383556,reconstructed
1879,52,176593,193200,369793,reconstructed
1879,53,177394,198033,375426,reconstructed
1879,54,176650,194867,371517,reconstructed
1879,55,175012,198066,373077,reconstructed
1879,56,160801,175737,336539,reconstructed
1879,57,162724,181601,344325,reconstructed
1879,58,155978,168795,324773,reconstructed
1879,59,170990,198544,369534,reconstructed
1879,60,147821,157876,305698,reconstructed
1879,61,136694,151715,288409,reconstructed
1879,62,123842,138796,262639,reconstructed
1879,63,118549,133481,252030,reconstructed
1879,64,118184,130974,249158,reconstructed
1879,65,99581,113081,212662,reconstructed
1879,66,94407,107612,202019,reconstructed
1879,67,88971,100591,189562,reconstructed
1879,68,88701,101709,190410,reconstructed
1879,69,83849,99873,183722,reconstructed
1879,70,66480,73668,140148,reconstructed
1879,71,62871,70544,133416,reconstructed
1879,72,56408,62880,119288,reconstructed
1879,73,47877,56791,104668,reconstructed
1879,74,45107,52873,97980,reconstructed
1879,75,41293,47759,89052,reconstructed
1879,76,35595,41973,77568,reconstructed
1879,77,32796,37741,70537,reconstructed
1879,78,28216,33329,61545,reconstructed
1879,79,24174,31735,55909,reconstructed
1879,80,15866,16157,32023,reconstructed
1879,81,12724,14298,27022,reconstructed
1879,82,12039,14151,26190,reconstructed
1879,83,9022,11066,20088,reconstructed
1879,84,6688,8153,14841,reconstructed
1879,85,4990,6401,11391,reconstructed
1879,86,3868,4878,8746,reconstructed
1879,87,2856,4007,6863,reconstructed
1879,88,1838,2555,4393,reconstructed
1879,89,1701,2307,4007,reconstructed
1879,90,798,1047,1845,reconstructed
1880,0,636949,626423,1263372,original
1880,1,633383,629891,1263274,original
1880,2,618063,617809,1235872,original
1880,3,604241,602000,1206241,original
1880,4,599530,600573,1200103,original
1880,5,573055,573836,1146891,original
1880,6,546434,548357,1094791,original
1880,7,515014,515635,1030649,original
1880,8,521713,523910,1045623,original
1880,9,426489,426395,852884,original
1880,10,484319,483224,967543,original
1880,11,477061,475006,952067,original
1880,12,464639,462570,927209,original
1880,13,449337,446441,895778,original
1880,14,467770,465978,933748,original
1880,15,429862,427603,857465,original
1880,16,445432,447653,893085,original
1880,17,433180,438547,871727,original
1880,18,407446,420812,828258,original
1880,19,384788,391349,776137,original
1880,20,406490,421672,828162,original
1880,21,395872,408447,804319,original
1880,22,386656,397992,784648,original
1880,23,368650,377729,746379,original
1880,24,343847,366714,710561,original
1880,25,323416,333673,657089,original
1880,26,331648,358124,689772,original
1880,27,325582,338630,664212,original
1880,28,325395,349394,674789,original
1880,29,314231,316130,630361,original
1880,30,340343,357768,698111,original
1880,31,317938,327398,645336,original
1880,32,292295,317730,610025,original
1880,33,273660,286934,560594,original
1880,34,277054,293364,570418,original
1880,35,290965,309150,600115,original
1880,36,280389,294728,575117,original
1880,37,265426,275357,540783,original
1880,38,283782,307898,591680,original
1880,39,246992,245320,492312,original
1880,40,281563,304892,586455,original
1880,41,246763,257327,504090,original
1880,42,246118,258537,504655,original
1880,43,228652,239482,468134,original
1880,44,236028,256457,492485,original
1880,45,230900,244216,475116,original
1880,46,220553,233699,454252,original
1880,47,207730,214986,422716,original
1880,48,199294,219196,418490,original
1880,49,180153,186486,366639,original
1880,50,208196,235093,443289,original
1880,51,174172,187592,361764,original
1880,52,179408,196533,375941,original
1880,53,171971,189199,361170,original
1880,54,172396,193706,366102,original
1880,55,172084,191220,363304,original
1880,56,170431,194186,364617,original
1880,57,155346,170676,326022,original
1880,58,157546,177105,334651,original
1880,59,149203,161691,310894,original
1880,60,166011,194757,360768,original
1880,61,141836,152002,293838,original
1880,62,131295,146591,277886,original
1880,63,118365,133256,251621,original
1880,64,112697,127605,240302,original
1880,65,112226,125125,237351,original
1880,66,94436,108015,202451,original
1880,67,88926,102029,190955,original
1880,68,83312,94785,178097,original
1880,69,81702,93724,175426,original
1880,70,77841,93632,171473,original
1880,71,60777,67546,128323,original
1880,72,57237,64620,121857,original
1880,73,50962,56916,107878,original
1880,74,42850,51030,93880,original
1880,75,40040,47196,87236,original
1880,76,36331,42244,78575,original
1880,77,30985,36857,67842,original
1880,78,28347,32946,61293,original
1880,79,23811,28251,52062,original
1880,80,20232,26934,47166,original
1880,81,13040,13336,26376,original
1880,82,10264,11620,21884,original
1880,83,9666,11554,21220,original
1880,84,7078,8834,15912,original
1880,85,5151,6408,11559,original
1880,86,3772,4944,8716,original
1880,87,2872,3704,6576,original
1880,88,2066,3010,5076,original
1880,89,1291,1842,3133,original
1880,90,1195,1654,2849,original
1881,0,847217,803896,1651114,reconstructed
1881,1,510024,521145,1031169,reconstructed
1881,2,598768,596381,1195149,reconstructed
1881,3,595181,595330,1190510,reconstructed
1881,4,587207,585190,1172397,reconstructed
1881,5,586204,587009,1173213,reconstructed
1881,6,564942,565669,1130611,reconstructed
1881,7,539747,541640,1081387,reconstructed
1881,8,512992,513421,1026413,reconstructed
1881,9,517142,519300,1036442,reconstructed
1881,10,423294,422940,846234,reconstructed
1881,11,480274,479233,959508,reconstructed
1881,12,473200,471737,944937,reconstructed
1881,13,458052,457762,915814,reconstructed
1881,14,443658,443157,886815,reconstructed
1881,15,459765,461299,921063,reconstructed
1881,16,425260,426325,851585,reconstructed
1881,17,438022,442652,880675,reconstructed
1881,18,427552,434482,862034,reconstructed
1881,19,401561,415271,816831,reconstructed
1881,20,379541,386554,766095,reconstructed
1881,21,400668,415842,816510,reconstructed
1881,22,388741,403228,791969,reconstructed
1881,23,378672,391043,769715,reconstructed
1881,24,362317,372521,734838,reconstructed
1881,25,337067,359506,696573,reconstructed
1881,26,319652,330302,649954,reconstructed
1881,27,326140,351479,677620,reconstructed
1881,28,321008,334351,655359,reconstructed
1881,29,321026,344479,665505,reconstructed
1881,30,310388,312375,622762,reconstructed
1881,31,334015,350461,684476,reconstructed
1881,32,314127,324480,638608,reconstructed
1881,33,287701,313093,600794,reconstructed
1881,34,269460,282877,552337,reconstructed
1881,35,272443,288761,561204,reconstructed
1881,36,288518,307786,596304,reconstructed
1881,37,275015,288979,563994,reconstructed
1881,38,262083,272946,535029,reconstructed
1881,39,279727,304104,583831,reconstructed
1881,40,243978,243072,487050,reconstructed
1881,41,276127,298707,574834,reconstructed
1881,42,242985,254205,497191,reconstructed
1881,43,240889,253391,494280,reconstructed
1881,44,224975,236507,461482,reconstructed
1881,45,230676,251171,481847,reconstructed
1881,46,227713,243420,471133,reconstructed
1881,47,215560,229167,444727,reconstructed
1881,48,203971,212716,416687,reconstructed
1881,49,194897,215635,410532,reconstructed
1881,50,176477,184012,360489,reconstructed
1881,51,202204,229035,431239,reconstructed
1881,52,170400,185102,355501,reconstructed
1881,53,174182,191973,366155,reconstructed
1881,54,167129,184875,352004,reconstructed
1881,55,166809,188169,354978,reconstructed
1881,56,168382,189308,357691,reconstructed
1881,57,164272,187886,352157,reconstructed
1881,58,151199,167495,318693,reconstructed
1881,59,152601,172790,325391,reconstructed
1881,60,144443,157930,302374,reconstructed
1881,61,158509,186872,345381,reconstructed
1881,62,136605,148066,284671,reconstructed
1881,63,125304,140728,266032,reconstructed
1881,64,112284,127057,239341,reconstructed
1881,65,106219,120115,226334,reconstructed
1881,66,106634,120545,227179,reconstructed
1881,67,88073,100573,188646,reconstructed
1881,68,83278,96296,179575,reconstructed
1881,69,77649,88973,166622,reconstructed
1881,70,75911,87953,163864,reconstructed
1881,71,71372,86456,157828,reconstructed
1881,72,55728,62837,118565,reconstructed
1881,73,51702,58810,110512,reconstructed
1881,74,45784,51610,97394,reconstructed
1881,75,37971,45185,83156,reconstructed
1881,76,35392,42247,77638,reconstructed
1881,77,31410,36606,68016,reconstructed
1881,78,26761,32149,58910,reconstructed
1881,79,24183,28474,52657,reconstructed
1881,80,20292,24483,44774,reconstructed
1881,81,16722,22588,39310,reconstructed
1881,82,10711,11167,21878,reconstructed
1881,83,8183,9552,17734,reconstructed
1881,84,7752,9540,17291,reconstructed
1881,85,5415,6850,12265,reconstructed
1881,86,3980,5139,9119,reconstructed
1881,87,2787,3716,6503,reconstructed
1881,88,2075,2728,4802,reconstructed
1881,89,1458,2170,3628,reconstructed
1881,90,889,1299,2189,reconstructed
1882,0,851315,812114,1663429,reconstructed
1882,1,638296,633823,1272120,reconstructed
1882,2,506189,514718,1020907,reconstructed
1882,3,585272,583249,1168521,reconstructed
1882,4,579129,579579,1158708,reconstructed
1882,5,574191,572134,1146325,reconstructed
1882,6,575585,576114,1151699,reconstructed
1882,7,558487,559164,1117651,reconstructed
1882,8,534261,536071,1070332,reconstructed
1882,9,511812,512008,1023820,reconstructed
1882,10,513238,515309,1028548,reconstructed
1882,11,420481,419840,840320,reconstructed
1882,12,476537,475515,952052,reconstructed
1882,13,469564,468605,938169,reconstructed
1882,14,451614,453012,904626,reconstructed
1882,15,438013,439873,877886,reconstructed
1882,16,451674,456568,908242,reconstructed
1882,17,420436,424932,845369,reconstructed
1882,18,430367,437562,867929,reconstructed
1882,19,421695,430333,852028,reconstructed
1882,20,395492,409664,805155,reconstructed
1882,21,374167,381695,755862,reconstructed
1882,22,394783,409945,804728,reconstructed
1882,23,381632,397936,779568,reconstructed
1882,24,370855,384055,754910,reconstructed
1882,25,356121,367267,723388,reconstructed
1882,26,330398,352305,682703,reconstructed
1882,27,315942,326898,642839,reconstructed
1882,28,320695,344850,665545,reconstructed
1882,29,316464,330063,646526,reconstructed
1882,30,316672,339579,656251,reconstructed
1882,31,306540,308621,615161,reconstructed
1882,32,327701,343199,670900,reconstructed
1882,33,310267,321531,631798,reconstructed
1882,34,283074,308469,591543,reconstructed
1882,35,265226,278838,544064,reconstructed
1882,36,267788,284181,551969,reconstructed
1882,37,285966,306371,592337,reconstructed
1882,38,269621,283299,552920,reconstructed
1882,39,258676,270543,529219,reconstructed
1882,40,275596,300342,575938,reconstructed
1882,41,240882,240844,481726,reconstructed
1882,42,270658,292642,563300,reconstructed
1882,43,239159,251149,490308,reconstructed
1882,44,235646,248365,484011,reconstructed
1882,45,221222,233585,454807,reconstructed
1882,46,225286,245961,471247,reconstructed
1882,47,224432,242559,466991,reconstructed
1882,48,210549,224640,435188,reconstructed
1882,49,200131,210370,410500,reconstructed
1882,50,190415,211991,402406,reconstructed
1882,51,172708,181435,354143,reconstructed
1882,52,196185,222937,419122,reconstructed
1882,53,166546,182499,349044,reconstructed
1882,54,168908,187335,356243,reconstructed
1882,55,162212,180448,342660,reconstructed
1882,56,161157,182530,343687,reconstructed
1882,57,164492,187111,351603,reconstructed
1882,58,158089,181497,339586,reconstructed
1882,59,146895,164047,310942,reconstructed
1882,60,147462,168170,315632,reconstructed
1882,61,139480,153860,293340,reconstructed
1882,62,150956,178820,329775,reconstructed
1882,63,131209,143819,275028,reconstructed
1882,64,119206,134674,253880,reconstructed
1882,65,106127,120706,226833,reconstructed
1882,66,99718,112610,212328,reconstructed
1882,67,100912,115674,216586,reconstructed
1882,68,81791,93257,175048,reconstructed
1882,69,77628,90485,168113,reconstructed
1882,70,71980,83059,155039,reconstructed
1882,71,70104,82012,152116,reconstructed
1882,72,65005,79284,144288,reconstructed
1882,73,50725,58003,108728,reconstructed
1882,74,46320,53077,99397,reconstructed
1882,75,40754,46369,87123,reconstructed
1882,76,33307,39584,72891,reconstructed
1882,77,30965,37445,68410,reconstructed
1882,78,26863,31432,58295,reconstructed
1882,79,22824,27739,50562,reconstructed
1882,80,20359,24307,44666,reconstructed
1882,81,17048,20932,37980,reconstructed
1882,82,13604,18681,32285,reconstructed
1882,83,8648,9208,17856,reconstructed
1882,84,6405,7723,14128,reconstructed
1882,85,6093,7732,13825,reconstructed
1882,86,4057,5216,9273,reconstructed
1882,87,3006,4037,7043,reconstructed
1882,88,2010,2740,4750,reconstructed
1882,89,1462,1969,3430,reconstructed
1882,90,1002,1532,2534,reconstructed
1883,0,839460,799693,1639152,reconstructed
